stage_id,h2_q1,h2_q1_ev,h2_q2,h2_q2_ev,h2_q3,h2_q3_ev,q1_agree,q2_agree,q3_agree,pass2_used,h2_status,final_class,final_basis,title,year,venue,search_id
S2112,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_BC_PENDING (q2 and q3 are unsure, q1 is no/unsure)",A novel hybrid modeling-based artificial intelligence agent for water-food-ecology-environment-economy system trade-offs,2026,Journal of Hydrology,OA_q34
S2113,no,,unsure,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),"A Layered Manufacturing Intelligence Platform Integrating Ontologies, Knowledge Graphs, Predictive Analytics, and Autonomous Agents for Intelligent Factory Operations",2026,SSRN Electronic Journal,OA_q34
S2116,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Multi-agent deep reinforcement learning for ordering and inventory allocation in a decentralized two-echelon dual-channel supply chain,2026,International Journal of Production Economics,OA_q34
S2126,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Compliance without coherence: fluent failure and the ethics of alignment evaluation in multi-agent language models,2026,AI and Ethics,OA_q34
S2132,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Negotiating with GPT-4: Digital Doormat or Skilful Counterpart?,2025,SSRN Electronic Journal,OA_q34
S2141,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_BC_PENDING (q2 and q3 are unsure, q1 is no/unsure)",CatalogAgent: A Supervisor-Mediated Self-Learning System Enabling Context Engineering for GenAI Models,2026,Lecture notes in computer science,OA_q34
S2152,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Too human to model: the uncanny valley of large language models in simulating human systems,2026,Repository KITopen (Karlsruhe Institute of Technology),OA_q34
S2177,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,EXCLUDE (q3 no),Micro-AGI: A Probabilistic Neuro-Symbolic Framework for Multi-Objective Problem Solving,2025,SSRN Electronic Journal,OA_q34
S2181,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,EXCLUDE (q3 no),Harmony,2025,Lecture notes in computer science,OA_q34
S2186,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),A Human-AI Collaborative Framework for Cognitively Augmented Product Design Leveraging Large Language Model and Knowledge Graph,2026,SSRN Electronic Journal,OA_q34
S2188,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,EXCLUDE (q3 no),The Dynamic Epistemic Sequencer: A Control Architecture for Epistemic State Transitions in AI Research Systems,2026,SSRN Electronic Journal,OA_q34
S2189,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Large Language Models Meet Graph Neural Networks: A Comprehensive Survey,2026,SSRN Electronic Journal,OA_q34
S2193,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_BC_PENDING (q2 and q3 are unsure, q1 is no/unsure)",Beyond Reactive Dialogue: Designing Emotionally Situated Contexts for AI-Enabled VR Nursing Training,2026,Lecture notes in computer science,OA_q34
S2197,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Adaptive Weather-Aware Home Energy Management through Large Language Model-Based Appliance Scheduling,2026,SSRN Electronic Journal,OA_q34
S2204,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),When Paraconsistent Logic Meets Large Language Models: Resilient Decision Support Systems for Uncertain and Contradictory Environments,2026,Advances in sustainability science and technology,OA_q34
S2207,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),MFTP: Multi-round Feedback for Dynamic Travel Itinerary Optimization,2025,Lecture notes in computer science,OA_q34
S2216,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Exploring Multiple Factors that Influenced the Course of World Wars: An Large Language Model Based Mixing Reasoning Framework for World War Simulation,2025,SSRN Electronic Journal,OA_q34
S2229,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),The Epistemic Arms Race in AI-Driven Supply Chains: When Coordination Collapses Under Strategic Signaling,2026,SSRN Electronic Journal,OA_q34
S2235,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Reasoning Without Rendering: Efficient 3D Scene Synthesis via ReAct-Based Solver Failure Recovery,2026,Lecture notes in computer science,OA_q34
S2237,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Quantum-Enhanced Artificial Intelligence for Aviation Operations: A Survey and Research Agenda,2026,SSRN Electronic Journal,OA_q34
S2251,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_BC_PENDING (q2 and q3 are unsure, q1 is no/unsure)",Fides Machina: Exploring Fluid Agencies in a Narrative Game of Trust,2025,Lecture notes in computer science,OA_q34
S2255,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),The Latent Space of Spirituality: Ontological Dissonance and Semantic Resilience in Large Language Models,2026,SSRN Electronic Journal,OA_q34
S2257,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),"Large Language Models, Investor Disagreement, and Trading Volume",2026,SSRN Electronic Journal,OA_q34
S2272,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Beyond Sparsity: An Empirical Study of Structured Collaboration in Modular Ai,2025,SSRN Electronic Journal,OA_q34
S2276,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Parallel Thinking-Trace-Guided Auto-Learning for Autonomous Robots,2026,Research Square,OA_q34
S2301,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),LMA-DPP: a semantics-grounded cognitive copilot for multi-objective stratospheric airship planning under heterogeneous constraints,2026,Aerospace Systems,OA_q34
S2330,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Objective-Oriented Quantitative Investment: A Specification-Driven Framework for Automated Synthesis of Trading Strategy Pipelines,2026,SSRN Electronic Journal,OA_q34
S2341,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),The World as Oracle: Adversarial-Resistant AI Probability Estimation for Event-Driven Financial Instruments,2026,SSRN Electronic Journal,OA_q34
S2418,yes,on-device summarization via a quantized large language model (Ollama),yes,"pipeline combining speech-to-text (Whisper), on-device summarization via a quantized large language model (Ollama), and text-to-speech synthesis (Piper)",yes,disaster zones and remote areas,,,,False,RESOLVED_TRIPLE_PASS,INCLUDE_full_ABC,full_ABC (all yes),VOICE OVER LORA,2025,Nazarbayev University Repository (Nazarbayev University),OA_q43
S2429,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),A Parameter-Free Method Tuning for Multi-scale Wildfire Images Retrieval Task,2026,Communications in computer and information science,OA_q45
S2440,unsure,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),EvidenceMap: Learning evidence analysis to unleash the power of small language models for biomedical question answering,2025,Artificial Intelligence in Medicine,AX_q4|OA_q46
S2448,unsure,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),PresupFail: A Framework for Analyzing and Mitigating Presupposition-Induced Hallucinations in Small Language Models,2026,SSRN Electronic Journal,OA_q46
S2451,yes,Open-source Small Language Models (OSLMs),no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",Better Together: Towards Localizing Fact-Related Hallucinations using Open Small Language Models,2025,Underline Science Inc.,OA_q46
S2459,unsure,,unsure,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),A Multi-Layer Framework for Hallucination Detection and Mitigation in Large Language Models Using Retrieval Grounding and Small Language Model Verification,2026,Research Square,OA_q46
S2466,unsure,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Small Language Model Adaptation to the Italian Agricultural Legal Domain,2026,Lecture notes on data engineering and communications technologies,OA_q46
S2467,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Enhancing text-centric fake news detection via external knowledge distillation from LLMs,2025,Neural Networks,OA_q46
S2472,unsure,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Efficient On-Device Small Language Models for Privacy-Preserving Pulmonary Rehabilitation,2026,IFIP advances in information and communication technology,OA_q46
S2474,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_AC (q1+q3 yes, q2 no) or full_ABC (all yes) or EXCLUDE (q3 no) — but insufficient evidence to classify any axis",Comparison of Semantic Reproducibility and Repeatability in Large and Small Language Models: The Impact of Temperature,2026,"Smart innovation, systems and technologies",OA_q46
S2476,unsure,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),SecuDevSLM: A Systematic Security Evaluation Framework for Small Language Models on Mobile Devices,2025,Research Square,OA_q46
S2483,unsure,,no,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_AC (q1+q3 yes, q2 no)",Enhancing Factual Knowledge Retrieval Capabilities of Small Language Models for Natural Hazard,2025,Communications in computer and information science,OA_q46
S2493,unsure,,unsure,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),An Agent-Verified System for Resource-Constrained Query-Focused Summarisation using Small Language Models,2026,Research Square,OA_q46
S2500,no,,unsure,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Agent-DA: Enhancing low-resource event extraction with collaborative multi-agent data augmentation,2024,Knowledge-Based Systems,OA_q46
S2512,unsure,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Scaling Down Hallucinations: Mitigation Strategies for Compact LLMs,2026,Lecture notes in computer science,OA_q46
S2514,unsure,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Efficiency-Fidelity Trade-offs in Legal Document Generation: Evaluating Optimization Strategies for Vietnamese Small Language Models with Normative Content Preservation Analysis,2026,Research Square,OA_q46
S2518,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Governed Enterprise AI: A Three-Layer Architecture for Hallucination-Safe BPM Workflows,2026,SSRN Electronic Journal,OA_q46
S2526,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Modular Verification Outperforms Chain-of-Thought Reasoning in Small Financial LLMs: A Systematic Ablation Study on Numerical Hallucination Reduction,2026,SSRN Electronic Journal,OA_q46
S2528,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Three-dimensional-grounded vision-language framework for robotic task planning: Automated prompt synthesis and supervised reasoning,2025,Engineering Applications of Artificial Intelligence,OA_q46
S2530,yes,techniques such as chain-of-thought (CoT) distillation have displayed promise in distilling LLMs into small language models (SLMs),no,no verbatim quote supporting multi-agent architecture or orchestration,no,"no verbatim quote mentioning civilian disaster, emergency, or conflict",True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Mind's Mirror: Distilling Self-Evaluation Capability and Comprehensive Thinking from Large Language Models,2023,arXiv (Cornell University),AX_q4|AX_q5|OA_q46
S2537,unsure,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),A smaller model can be better: Domain adaptation for LLM-generated text detection via soft prompt-tuning,2025,Information Processing & Management,OA_q46
S2539,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,EXCLUDE (q3 no),AdaGCRAG: Adaptive Graph-Chunk Retrieval for Lightweight RAG,2025,Lecture notes in computer science,OA_q46
S2550,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Intelligent support for soil and water conservation compliance: decision assistance capabilities of prompt-enhanced large language models,2026,Artificial Intelligence and Law,OA_q46
S2555,unsure,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Small Language Graph: Large-Scale Model Intelligence on a Small GPU,2025,SSRN Electronic Journal,OA_q46
S2559,yes,Generative SLMs Meet Brazilian Legal Documents: Efficient NER via LoRA Fine-Tuning,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Generative SLMs Meet Brazilian Legal Documents: Efficient NER via LoRA Fine-Tuning,2026,Lecture notes in computer science,OA_q46
S2565,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Redesigning the Validation of AI-Generated Content in an AIED-Unplugged System: A Participatory Design Study with Teachers,2026,Communications in computer and information science,OA_q46
S2582,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Large language models in healthcare semantics,2026,Elsevier eBooks,OA_q46
S2593,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Language at the Edge: A Privacy-Preserving Natural-Language Interface for Home Energy Management Systems,2026,IFIP advances in information and communication technology,OA_q46
S2597,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,EXCLUDE (q3 no),Label space compression and prompt alignment for collaborative inference with small and large language models,2026,Neurocomputing,OA_q46
S2600,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,EXCLUDE (q3 no),GCHM: A Neurosymbolic Memory Hierarchy for Autonomous Agents,2026,SSRN Electronic Journal,OA_q46
S2609,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Recovering Engineering-Change Traceability from Legacy CNC Work Orders: A Pydantic Schema and Few-Shot LLM Extraction Baseline,2026,Research Square,OA_q46
S2610,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,EXCLUDE (q3 no),Expert interviews and use cases,2025,Elsevier eBooks,OA_q46
S2613,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_BC_PENDING (q2+q3 unsure, q1 no/unsure)",HermesLog: A Bridging Model Coordinated CoT Reasoning between LLMs and SLMs Collaborative Fault Diagnosis with Edge Autonomy,2026,SSRN Electronic Journal,OA_q46
S2629,no,,unsure,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),LLVM-drone: A synergistic framework integrating large language models and vision models for visual tasks in unmanned aerial vehicles,2025,Knowledge-Based Systems,OA_q47
S2634,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Is it Time to Treat AI as a Creature?,2025,SSRN Electronic Journal,OA_q47
S2637,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),A graph-guided LLM prompting for supply-demand reasoning in substation flood prevention,2025,Knowledge-Based Systems,OA_q47
S2638,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_BC_PENDING (q2 and q3 are unsure, q1 is unsure)",NeuroSymbolic-Chain: A neuro-symbolic framework for intelligent disaster chain analysis from multi-source text,2026,Knowledge-Based Systems,OA_q47
S2659,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),A knowledge graph-enhanced large language model for question answering of hydraulic structure safety management,2025,Advanced Engineering Informatics,OA_q48
S2664,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,EXCLUDE (q3 no),"A review of artificial intelligence in pedestrian evacuation safety: applications, challenges, and future LLM–XAI ecosystems",2026,Advanced Engineering Informatics,OA_q48
S2665,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_BC_PENDING: q2 and q3 are unsure, q1 is no/unsure",Human-AI interactive framework for smart evacuation safety analysis in large infrastructures,2025,Reliability Engineering & System Safety,OA_q48
S2668,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Risks analysis and countermeasures research of merchant fishing vessels collision accidents based on LLM and GRAA,2026,Information Sciences,OA_q48
S2680,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Analysis of emergency decision-making patterns in civil aviation risk events based on the observe-decide-act model,2025,Reliability Engineering & System Safety,OA_q48
S2684,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Safety and diagnostic accuracy of large-language model application of PECARN head injury algorithm,2026,International Journal of Medical Informatics,OA_q48
S2686,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Exploring the Role of Large Language Models in Radiation Emergency Response,2023,SSRN Electronic Journal,OA_q48
S2690,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),A Machine Learning Approach for Emergency Detection in Medical Scenarios Using Large Language Models,2025,Lecture notes in networks and systems,OA_q48
S2692,no,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,EXCLUDE (q3 no),Knowledge Graph Application for Emergency Plan–Accident Case Integration: a Framework of Intelligent Urban Rail Transit Emergency Management,2026,International Journal of Intelligent Transportation Systems Research,OA_q48
S2695,no,,no,,yes,emergency ophthalmology,,,,False,RESOLVED_TRIPLE_PASS,OUT,EXCLUDE (q3 no),“Comparative analysis of large language models against the NHS 111 online triaging for emergency ophthalmology”,2025,Eye,OA_q48
S2702,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Evaluation of a Visual Question Answering Architecture for Pedestrian Attribute Recognition,2023,Lecture notes in computer science,OA_q48
S2705,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_BC_PENDING (q2+q3 unsure, q1 no/unsure)","Review for ""Chemical process safety domain knowledge graph-enhanced LLM for efficient emergency response decision support""",2025,,OA_q48
S2707,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_BC_PENDING: q3 unsure due to lack of abstract content, q2 and q1 both unsure due to insufficient detail","Decision letter for ""Chemical process safety domain knowledge graph-enhanced LLM for efficient emergency response decision support""",2025,,OA_q48
S2708,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_BC_PENDING: Abstract is missing, so cannot determine model class (q1) or specific domain framing (q3) beyond ambiguity.","Author response for ""Chemical process safety domain knowledge graph-enhanced LLM for efficient emergency response decision support""",2025,,OA_q48
S2713,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Large language model-driven information extraction and causal chain reasoning from chemical accident investigation reports for process safety intelligence,2026,Journal of Loss Prevention in the Process Industries,OA_q48
S2720,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Large language model as a clinical decision support tool in the initial management of critically ill children: a pilot evaluation,2025,European Journal of Pediatrics,OA_q48
S2721,no,"GPT-4, GPT-5, and Gemini",no,,yes,non-operative acute appendicitis management,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_AC (q1+q3 yes, q2 no)","Can AI safely choose antibiotics over the knife? A STROBE-guided benchmark of GPT-4, GPT-5, and Gemini for non-operative acute appendicitis management",2026,International Journal of Medical Informatics,OA_q48
S2731,no,,no,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,EXCLUDE (q3 no),Integrating ChatGPT and Geospatial Resources: A Virtual Assistant for Enhanced Decision-Making in Disaster Response,2025,Lecture notes in computer science,OA_q48
S2734,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Integrating lightweight and large-scale models for state analysis of air traffic controllers,2026,International Journal of Industrial Ergonomics,OA_q48
S2736,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_AC (q1+q3 yes, q2 no)",Hybrid Llm-Based Emergency Management with Constraint-Aware Edge Deployment in Urban Mobility Networks,2025,SSRN Electronic Journal,OA_q48
S2738,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_BC_PENDING: q2 and q3 are unsure, q1 is no/unsure",Hybrid Llm-Based Emergency Management with Constraint-Aware Edge Deployment in Intelligent Transportation System,2025,SSRN Electronic Journal,OA_q48
S2754,no,,no,,yes,emergency department return visit admission,,,,False,RESOLVED_TRIPLE_PASS,OUT,EXCLUDE (q3 no),A real-world feasibility evaluation of LLM-based clinical prediction: emergency department return visit admission across two academic medical centers,2026,Research Square,OA_q48
S2764,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Can AI improve triage quality? A preliminary assessment of ChatGPT performance in evaluating triage decisions,2026,International Emergency Nursing,OA_q48
S2775,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),A hybrid-reasoner LLM framework toward real-world clinical decision- making support in acute ischemic stroke,2025,Research Square,OA_q48
S2781,no,,no,,yes,Emergency Ophthalmology,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_AC (q1+q3 yes, q2 no)",Comparative Analysis of Large Language Models against the NHS 111 Online Triaging for Emergency Ophthalmology,2024,Research Square,OA_q48
S2784,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Outcome-Grounded Effect of Clinically Stigmatizing Information on Large Language Model Emergency Triage Prioritization,2026,Research Square,OA_q48
S2808,no,,no,,yes,disaster rescue requests,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_AC (q1+q3 yes, q2 no)",An LLM-based meta-weight evolutionary learning framework for detecting veracity of disaster rescue requests under early-stage data scarcity,2026,SSRN Electronic Journal,OA_q48
S2810,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Comparative Performance and Safety of Three Large Language Models in Pediatric Paracetamol Poisoning Management,2026,Research Square,OA_q48
S2863,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Integrating Lightweight and Large-scale Models for State Analysis of Air Traffic Controllers,2025,SSRN Electronic Journal,OA_q48
S2865,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,EXCLUDE (q3 no),Vertical Model Paradox: Systemic Ethical Blind Spots in Domain-Specific Medical AI,2026,Research Square,OA_q48
S2873,unsure,,no,,yes,firefighting knowledge question answering,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_AC (q1+q3 yes, q2 no)",FireKnowLLM: Leveraging expert-guided fine-tuning for reliable firefighting knowledge question answering,2026,Displays,OA_q48
S2877,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Iterative Memory Qa Extraction Framework: An Intelligent Extraction Method for Diverse and Self-Aligning Medical Qa Pairs,2025,SSRN Electronic Journal,OA_q48
S2895,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Physics-informed multi-task generation: Toward automated risk control optimization,2026,Reliability Engineering & System Safety,OA_q48
S2902,unsure,,unsure,,unsure,,,,,False,RESOLVED_TRIPLE_PASS,OUT,EXCLUDE (q3 no),OpenEvidence errs on the safe side in a structured test of triage recommendations,2026,International Journal of Medical Informatics,OA_q48
S2909,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Large language models as second reviewers for medical errors in real-world internal medicine reports: a prospective comparative study of open- and closed-source models,2026,International Journal of Medical Informatics,OA_q48
S2911,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Tracing the Conceptual and Technical Embeddedness of Urban Digital Twins,2026,SSRN Electronic Journal,OA_q48
S2913,no,,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Context-Aware Vision Language Model for Action Recognition,2026,Lecture notes in computer science,OA_q48
S2957,yes,A growing trend has emerged in designing high-quality Small Language Models (SLMs) with a few million parameters.,no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",Squat: Quant Small Language Models on the Edge,2024,arXiv,AX_q1
S2993,yes,small language models (SLMs) on devices with LLMs at the edge,no,,no,natural language processing but face critical deployment challenges,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",DSSD: Efficient Edge-Device LLM Deployment and Collaborative Inference via Distributed Split Speculative Decoding,2025,arXiv,AX_q1|AX_q5
S2999,yes,"small, open LMs emerging, more applications can leverage their capabilities",no,,no,"across three practical aspects: task types, application domains, and reasoning types",,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Are Small Language Models Ready to Compete with Large Language Models for Practical Applications?,2024,arXiv,AX_q1|AX_q5
S3034,yes,compact language models for network-level semantic reasoning in AI-native 6G systems,no,,no,network-level semantic reasoning in AI-native 6G systems,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",How Small Can 6G Reason? Scaling Tiny-to-Small Language Models for AI-Native Networks,2026,arXiv,AX_q1|AX_q5
S3119,unsure,"small open-source LLMs (e.g., Llama-3-8B)",yes,unified retrieval-augmented generation (RAG) systems,no,no verbatim quote,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_BC_PENDING (q2+q3 yes, q1 no/unsure)",Agent-UniRAG: A Trainable Open-Source LLM Agent Framework for Unified Retrieval-Augmented Generation Systems,2025,arXiv,AX_q3
S3233,yes,"compact models (e.g., 0.5--1B parameters)",yes,Reinforcement Learning has emerged as a dominant post-training approach to elicit agentic RAG behaviors such as search and planning from language models,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_BC_PENDING (q2+q3 yes, q1 no/unsure)",Can Compact Language Models Search Like Agents? Distillation-Guided Policy Optimization for Preserving Agentic RAG Capabilities,2025,arXiv,AX_q3
S3503,no,,no,,yes,Natural disasters always have several effects on human lives.,,,,False,RESOLVED_TRIPLE_PASS,OUT,"partial_AC (q1+q3 yes, q2 no)",REPAIR Approach for Social-based City Reconstruction Planning in case of natural disasters,2025,arXiv,AX_q3
