stage_id,title,search_id,audit_lane,q1_class,q2_arch,q3_domain,decision_basis,flag_slm_title,flag_dom_title,priority,human_should_be,human_rationale
S0017,Research on Vehicle Agents for Emergency Evacuation Under Marine Storm Surge Scenarios,IEEE_core|IEEE_supp|OA_q32|OA_q33|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper focuses on vehicle agents for emergency evacuation under marine storm surge scenarios, which is a disaster setting. However, it does not involve a language model (LLM) as a central component, and the focus is on vehicle behavior simulation and decision-making algorithms, which do not meet the inclusion criteria for Axis A (Model) and Axis B (Architecture)."
S0035,CALA: A Context-Augmented Lightweight Agent for Record Adjudication,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on record adjudication in document processing pipelines, which does not fit the disaster, emergency response, mass casualty, or civilian conflict setting. It also does not involve a small or edge language model for offline guidance."
S0019,Evaluating Open-Weight Large Language Models for a Local Clinical Assistant,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper focuses on a clinical support assistant that runs on local hardware, which does not meet the requirement of being set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not specifically address small or edge language models, but rather general-purpose and medically oriented models, which does not align with the inclusion criteria for Axis A."
S0020,MARBLE: A Multi-Agent Rule-Based LLM Reasoning Engine for Accident Severity Prediction,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on accident severity prediction for traffic management, which does not fit the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. It also does not involve small or edge language models, but rather a multi-agent rule-based system. Therefore, it fails the Axis C and Axis A criteria."
S0021,An Intelligent AIOps Framework Based on Multi-Agent Collaboration and Dual-Context Retrieval,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on an AIOps framework for enterprise operations and maintenance, which does not align with the disaster, conflict, or emergency response settings required by the review. It also does not involve small or edge language models, thus failing both Axis A and Axis C."
S0022,CoMAS-HPC: A Collaborative Multi-Agent System for HPC Administration,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,no,E5 no language model involved,False,False,False,correct_OUT,"The paper focuses on the administration of HPC systems and does not address a disaster, emergency response, mass casualty, or civilian conflict setting. It also does not involve a small or edge language model, but rather a multi-agent system for HPC administration. Therefore, it fails the Axis C and Axis A criteria."
S0023,Multi-Agent Systems for Collaborative and Distributed Decision-Making: Design and Applications,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain"
S0024,Verifiable Collaboration among Agentic Code Assistants using Blockchain for Software Engineering Workflows,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper focuses on software engineering workflows and does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve small or edge language models, but rather discusses agentic AI and blockchain technology for software development. Therefore, it fails the Axis C and Axis A criteria."
S0025,Agent-guided Causal Discovery with a Small Language Model,IEEE_core|IEEE_supp,strict,no,yes,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain"
S2922,Cross-sectional Comparative Evaluation of Five Large Language Model–Driven Chatbots on a 44-Question Benchmark of Parent-Facing Questions About Pediatric Vitamin D Deficiency (Preprint),OA_q48,secondary_safety_5pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It evaluates the performance of large language models in providing information about pediatric vitamin D deficiency, which is not directly related to the context of disaster or conflict settings."
S0027,"Agentic-Defined Networking (ADN): A Vision, Architectural Elements, and Future Directions",IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper discusses Agentic-Defined Networking (ADN), which is focused on network intelligence and autonomous AI agents. It does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. Therefore, it fails the Axis C requirement."
S0028,Experience Retrieval Compression for Continual Adaptation of LLM Agents,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on a method for adapting large language model agents, which does not meet the requirement of being centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is also not related to small or edge language models, and does not have a clear application in the context of the review's topic."
S0029,Multi-UAV Trajectory Planning for Dynamic Target Search: An LLM-Enhanced Multi-Agent Reinforcement Learning Algorithm,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,partial_BC_PENDING,"The paper focuses on multi-UAV trajectory planning for dynamic target search in a disaster response scenario, which aligns with the Axis C (Domain) requirement. However, it does not explicitly mention the use of a small or edge language model, nor does it provide details on the model size. The paper primarily discusses a Multi-Agent Reinforcement Learning (MARL) algorithm enhanced by LLMs for reward shaping, which is a form of model architecture but does not clearly state the model size or type. Therefore, it meets the Axis B (Architecture) and Axis C (Domain) criteria but lacks clarity on the model size for Axis A (Model)."
S0030,"A Lightweight Language-Model-Driven Agentic Framework for Intrusion Prediction, Detection, and Mitigation in 6G-Enabled IoT Networks",IEEE_core,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on cybersecurity in 6G-enabled IoT networks and does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve small or edge language models for offline emergency guidance."
S0031,Cyber Multi-Agent LLM Systems in Practice: A Comparative Study of Prompt Engineering,IEEE_core,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on cybersecurity tasks, which do not align with the disaster, emergency response, mass casualty, or civil conflict settings required by the review. Additionally, it does not discuss small or edge language models, but rather large language models, making it off-topic."
S0032,FireExpert: Fire Event Identification and Assessment Leveraging Cross-Domain Knowledge and Large Language Model,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on fire event identification and assessment using remote sensing and social media data, but it does not clearly indicate a disaster, emergency response, mass casualty, or civilian conflict setting. The application of a large language model is mentioned, but the context is not disaster-related."
S0033,Automated CVE Triage: Ai-Agent Framework for Scalable Vulnerability Triaging and Security Automation,IEEE_core|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper focuses on automating the triage of security reports, which is not centrally set in a disaster, emergency response, mass casualty, or civilian conflict setting. It is also off-topic as it deals with routine administrative tasks in cybersecurity, not small or edge language models for offline emergency guidance."
S0052,Lineage-Aware Memory Governance: A Derivation-Gated Framework for Privacy-Preserving Column-Level Access Control in Enterprise AI Agents,IEEE_core,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses privacy-preserving column-level access control in enterprise AI agents, which does not align with the review's inclusion criteria."
S0036,Open RAN Conflict Agents: Detecting and Mitigating xApp Conflicts with Generative Agents,IEEE_core|IEEE_supp,strict,no,no,no,"E6 wargame/military-tactical central, no humanitarian component",False,True,False,correct_OUT,"The paper focuses on conflict management in the Open RAN architecture, which is not directly related to disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. It also does not involve small or edge language models for offline emergency guidance. The context is purely technical and related to software and network management."
S0037,Multi-agent energy management for priority-aware microgrids: Integrating LLM negotiation with two-pass MILP optimization,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper focuses on energy management in microgrids, which does not align with the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings required by the review. Additionally, it does not involve small or edge language models for offline emergency guidance."
S0038,Temporal Knowledge Graph-Driven Multi-Agent Collaborative Retrieval Augmented Generation Framework,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,yes,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on a RAG framework for temporal question answering, which does not directly address a disaster, emergency response, mass casualty, or civilian conflict setting. It is primarily concerned with improving the performance of LLMs in a general knowledge retrieval context, which does not align with the inclusion criteria for the review."
S0039,Design of an Intelligent Emergency System Based on Large Language Models,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,True,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict setting. It is centered around railway-oriented multimodal passenger transportation hubs, which does not align with the critical mandatory rule for the review."
S0040,Modeling Cross-Disciplinary Communication in Smart Education via Generative Agent,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the application of generative agent models in smart education, which does not meet the Axis C requirement."
S0042,MERMAIDS: Structured Memory and Evidence Reuse for Reducing Multi-Hop Retrieval Hallucinations in Agentic RAG,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,yes,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on improving Agentic RAG systems, which is a technical aspect of model architecture and does not address a disaster, emergency response, mass casualty, or civilian conflict setting. It also does not involve a small or edge language model, and the context is general software development rather than a disaster or conflict scenario."
S0043,Risk Is Not the Target: A Monotonic Framework for Evaluating Wildfire Operational Risk Signals,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,yes,no_axis_match,False,True,False,INCLUDE_partial_AC,"The paper focuses on evaluating wildfire risk systems and proposes a monotonic framework. It mentions a hybrid multi-agent system (FARS) that combines predictive AI with LLM-based reasoning, which aligns with the model size criteria (Axis A). However, the architecture is not explicitly stated, and the primary focus is on the evaluation framework rather than the specific application in a disaster or emergency response setting (Axis C)."
S0060,Retrieval-Augmented Generation with Global and Local Graph Association,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain"
S0045,Autonomous Decision-Making Method for UUV Emergency Management Based on Graph Retrieval-Augmented Generation Large Language Model,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,yes,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper focuses on autonomous emergency management for UUVs, which does not fit the DISASTER, EMERGENCY RESPONSE, MASS CASUALTY, or CIVILIAN CONFLICT/WAR/HUMANITARIAN CRISIS setting. It is also not about small or edge language models, but rather a large language model used in a specific domain (underwater vehicle management)."
S0046,Application of Agentic AI for Cybersecurity Incident Handling,IEEE_core|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on cybersecurity incident handling in SOCs, which does not align with the disaster, emergency response, mass casualty, or civilian conflict settings required by the review. Additionally, it does not involve a language model in the context of small or edge devices for emergency guidance."
S0047,Improving the Efficiency of Assessing Students’ Open Ended Responses in Philosophy Courses Using LLMs with RAG,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on evaluating student responses in philosophy courses, which does not fit the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings required by the review. Additionally, it does not involve small or edge language models for offline emergency guidance."
S0048,LLM-Based Multi-Agent Collaboration for Constrained Multi-Objective Container Placement,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on container placement in data centers, which does not fit the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve a small or edge language model, but rather a multi-agent collaboration framework for optimization problems."
S0049,Style-Parameter Calibration for Anthropomorphic Tone Control in Conversational Decision-Support Agents,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the calibration of anthropomorphic tone in conversational agents, which is not directly related to the application of small or edge language models in disaster or conflict settings."
S0050,Formal Modelling of the Multiple Trains Following Operation in Uncertain Environments,IEEE_core,strict,no,no,no,E5 no language model involved,False,False,False,correct_OUT,"The paper focuses on the formal modelling of train control systems under moving block signal, which does not fit the criteria of being set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve any language models or the comparison of large vs small models. The content is related to industrial manufacturing and safety verification, which falls under the hard exclusions."
S0051,MedLingo: Resource-Efficient Hierarchical Multi-Agent Intelligence for Autonomous Clinical and Robotic Diagnostics,IEEE_core|IEEE_supp,strict,no,yes,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on a clinical and robotic diagnostic system, which does not fit the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve small or edge language models, but rather large-scale models. Therefore, it fails both Axis A and Axis C."
S0068,Geo-IQ: Prompt Based Natural Language Retrieval for Geo-Spatial Data,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on providing geospatial data retrieval and analysis through the use of LLMs, but it does not specify a disaster, emergency response, mass casualty, or civilian conflict setting. It is more about data management and analytics rather than a direct application in a disaster or conflict scenario."
S0053,Beyond Hand Offs: Policy Driven Collaboration Between Human Agents and LLM Co-Pilots,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on the use of LLMs in contact centers, which does not align with the disaster, emergency response, mass casualty, or civilian conflict settings required by the review. It also does not specifically address small or edge language models for offline use in emergency guidance."
S0054,LLM-Enhanced Generative Semantic Communication and DRL Resource Management for UAV-Assisted Emergency Response,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,HUMAN_REVIEW,"The paper discusses a framework for UAV-assisted emergency response, but it does not explicitly state that it is set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. While the context of emergency response is present, the specific disaster scenario is not clearly defined. This makes it an edge case that requires human review to determine if it fits the criteria."
S0055,Low-Resource Text Processing with Lightweight Multi-modal Agents: Enhanced Entity Recognition based on Few-Shot Learning,IEEE_core,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on low-resource text processing and entity recognition, which does not align with the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings required by the review. Additionally, it does not involve a small or edge language model, thus failing both Axis A and Axis C."
S0056,Context-Aligned Large Language Models for Situational Awareness in Critical Grid Events,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper focuses on power grid emergencies, which is not a disaster, conflict, or emergency response setting as defined. It also does not involve small or edge language models, but rather a large language model. Therefore, it fails both Axis A and Axis C."
S0057,A Three-Tier Large-Small Language Model Collaborative Architecture for Dynamic Task Allocation in Manned-Unmanned Teaming Operations,IEEE_core|IEEE_supp,strict,no,no,no,"E6 wargame/military-tactical central, no humanitarian component",True,False,False,correct_OUT,"The paper focuses on Manned-Unmanned Teaming operations in contested electromagnetic environments, which is not directly related to disaster, emergency response, mass casualty, or civilian conflict settings. It also does not involve small or edge language models, but rather a collaborative architecture for task allocation. Therefore, it fails the Axis C requirement."
S0058,"Conversational AI for Safety-Critical Virtual and Extended Reality: Intelligent Agents Across Health Informatics, Navigation, and Urban Sensing",IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the use of conversational AI in virtual and extended reality applications for mental health, indoor evacuation navigation, and urban sensing, which are not directly related to the specified domains."
S0059,Semantic-Aware Model Cache and Resource Allocation for Air-Ground Embodied Intelligence: A Two-Timescale M2ADRL Algorithm,IEEE_core|IEEE_supp,strict,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,True,False,correct_OUT,"The paper focuses on optimizing resource allocation for embodied intelligence networks in emergency rescue missions, but it does not explicitly mention a disaster, emergency response, mass casualty, or civilian conflict setting. It also does not use a Large Language Model (LLM) for the task, and the context is more about resource management and algorithm development rather than direct emergency guidance."
S0010,SLM-A*: Compact Language-Guided Autonomous Agentic Planner for Risk-Aware Multi-UAV Path Planning,IEEE_core|IEEE_supp|OA_q34|OA_q6|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper focuses on multi-UAV path planning in threat-aware environments, which is not directly related to a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is primarily about a technical solution for autonomous UAV path planning and does not provide guidance for emergency situations or crises."
S0061,Risk Management Framework for LLM-Enabled Identity Tools: Mapping OWASP LLM Top 10 to NIST CSF 2.0,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on security risk assessment for LLM-enabled identity tools, which does not align with the disaster, emergency response, mass casualty, or civilian conflict settings required by the review. Additionally, it does not discuss small or edge language models, but rather the security implications of LLMs in general."
S0062,Privacy-Aware RAG-Enabled LLMs for Collaborative AI in Organizations,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper focuses on inter-organizational communication and collaboration, which does not align with the disaster, emergency response, mass casualty, or civilian conflict settings required by the review. Additionally, it does not specifically address small or edge language models, but rather large LLMs. Therefore, it fails both Axis A and Axis C."
S0063,"Agentic AI-RAN: Enabling Intent-Driven, Explainable and Self-Evolving Open RAN Intelligence",IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on the use of agentic AI in O-RAN, which is not set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the operational aspects of AI in a network context without direct application to disaster or conflict scenarios."
S0064,STaRQ-Agent-Investigating Generalization in Knowledge Graph Question Answering via a Multi-Agent Collaborative Framework,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses a multi-agent collaborative framework for Knowledge Graph Question Answering (KGQA) and does not address the use of language models for emergency guidance in disaster or conflict settings."
S0065,Traceability and Source Authority Guardrails for Agentic RAG-Based Financial Claim Verification,IEEE_core|IEEE_supp,strict,no,yes,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on a financial setting, which is neither a disaster, emergency response, mass casualty, nor a civilian conflict/war/humanitarian crisis. It also does not involve small or edge language models for offline emergency guidance in disaster and conflict settings. The paper is about improving the reliability of large language models in a financial context, which does not align with the review's inclusion criteria."
S0066,Emotion-Aware Digital Therapy Assistant Using LLMs and Agentic Workflows,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper focuses on a digital therapy assistant for mental health, which does not fit the criteria of being set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve small or edge language models for offline use in such settings."
S0067,Rescuing the Unpoisoned: Efficient Defense Against Knowledge Corruption Attacks on RAG Systems,AX_q3|IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on RAG systems and defense mechanisms against knowledge corruption attacks, which does not align with the disaster, conflict, or emergency response setting required by the review. Additionally, it does not discuss small or edge language models, which is a key requirement for Axis A."
S0086,"Urban, agricultural and touristic land use patterns: combining spatial econometrics and ABM/LUCC",IEEE_core,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on urban, agricultural, and touristic land use patterns and does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve any small or edge language models or their comparison with large models."
S0069,HARP-LAWN: Hierarchical Adaptive Reasoning and Planning for Low-Altitude Wireless Networks,IEEE_core|IEEE_supp,strict,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper focuses on UAV trajectory planning and communication in dynamic environments, which does not align with the disaster, emergency response, mass casualty, or civilian conflict settings required by the review. Additionally, while it mentions the use of LLMs, the context is not related to small or edge language models for offline emergency guidance."
S0070,STAR: A Stage-Attributed Triage and Repair Framework for RCA Agents in Microservices,AX_q3|IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper focuses on LLM-based root cause analysis (RCA) agents in microservices, which does not align with the disaster, conflict, or emergency response setting required by the review. Additionally, it does not involve small or edge language models, but rather large models used in a software context."
S0071,"Small Footprint, Big Intelligence! SAGE: Agentic Governance for Energy-Aware, High-Performance LLMOps",IEEE_core,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper focuses on operational and environmental challenges of Large Language Models (LLMs) and proposes a framework for their efficient and sustainable deployment. However, it does not address the use of small or edge language models in disaster or conflict settings, nor does it discuss emergency guidance. The context is about operational efficiency and environmental sustainability rather than a disaster or emergency response scenario."
S0072,Designing LLM Agents for Output Checking in Research Data Centers: Disclosure Risk and Output Validation,IEEE_core,strict,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper focuses on output checking in research data centers, which does not align with the disaster, emergency response, mass casualty, or civilian conflict settings required by the review. Additionally, it does not involve small or edge language models, but rather a large language model for structured explanations. Therefore, it fails both Axis A and Axis C."
S0073,Knowledge Distillation from Language-Oriented to Emergent Communication for Multi-Agent Remote Control,AX_q3|AX_q5|IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain"
S0074,Seeking to Collide: Online Safety-Critical Scenario Generation for Autonomous Driving with Retrieval Augmented Large Language Models,IEEE_core|IEEE_supp,strict,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper focuses on autonomous driving, which does not fit the disaster, emergency response, mass casualty, or civilian conflict settings. It also does not involve small or edge language models for offline emergency guidance."
S0075,"CogAAL: A Privacy-Preserving, Full-Stack Cognitive Architecture Integrating Local VLMs, Heterogeneous Robotics, and IoT for Proactive Ambient Assisted Living",IEEE_core|IEEE_supp,strict,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses a cognitive architecture for Ambient Assisted Living, which is not directly related to the review's focus on emergency guidance in disaster and conflict settings."
S0096,CausalRAP: Causal Graph-Driven Retrieval Augmented Long-Horizon Task Planning for Large Language Models,IEEE_core|IEEE_supp,strict,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper focuses on improving long-horizon task planning for large language models, which does not directly address a disaster, emergency response, mass casualty, or civilian conflict setting. It is also not about small or edge language models, but rather large models. The context is general and does not meet the inclusion criteria for the review."
S0077,CLGA: A Collaborative LLM Framework for Dynamic Goal Assignment in Multi-Robot Systems,IEEE_core,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict setting. It discusses a framework for multi-robot systems, which is not directly related to the application of small or edge language models in disaster or conflict settings."
S0079,MobiLLM: An Agentic AI Framework for Closed-Loop Threat Mitigation in 6G Open RANs,IEEE_core,strict,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper focuses on security in 6G networks, which does not align with the disaster, emergency response, mass casualty, or civilian conflict settings required by the review. Additionally, while it uses LLMs, the context is not related to disaster or conflict settings."
S0080,AGORA: Agentic Green Orchestration Architecture for Beyond 5G Networks,IEEE_core|IEEE_supp|OA_q34,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on network management and does not address a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve a small/edge/quantized/distilled/on-device LLM, but rather a large LLM. Therefore, it fails both Axis A and Axis C."
S0082,TraceGuard: A Multi-Agent Debate Framework for False Positive Filtering,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on a multi-agent framework for false positive filtering in requirement-to-code traceability, which does not meet the criteria of being set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve the use of language models for offline emergency guidance."
S0083,Detecting Software Requirements Smells Through Domain-Augmented Generation,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper focuses on software requirements and does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve small or edge language models for offline emergency guidance."
S0084,Reasoning Meets Adaptation: Bridging Global LLM Planning and Distributed UAV Control,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper discusses a framework for disaster response and emergency connectivity using UAVs, but it does not focus on a specific disaster setting, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis. It is primarily about the technical aspects of the LLM-assisted hierarchical framework for UAVs, which does not meet the critical mandatory rule for setting."
S0085,AIDR-Cloud: An Agentic AI—Driven Incident Response Framework for Cloud Failures,IEEE_core|SCOPUS_S2,strict,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper focuses on cloud failures and incident response in cloud environments, which does not align with the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings required by the review. It also does not involve small or edge language models for offline emergency guidance."
S0105,Can LLMs Generate Good Stories? Insights and Challenges from a Narrative Planning Perspective,IEEE_core,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on the ability of LLMs to generate stories, which does not align with the disaster, conflict, or emergency response setting required by the review. It also does not directly address the use of small or edge language models for offline emergency guidance."
S0087,Can LLMs Resolve Dependencies? A Benchmark for Semantic-Versioning Constraint Reasoning and Dependency Resolution,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on semantic-versioning constraint reasoning and dependency resolution, which are related to software development and do not fit the criteria of being set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve the use of language models in a disaster or conflict context, thus failing Axis A and Axis C."
