stage_id,source,search_id,title,year,q1_class,q2_arch,q3_domain,e1_nonenglish,e2_doctype,e3_fulltext,e4_largeonly,e5_no_lm,e6_wargame,e7_no_domain,provisional_class,decision_basis,evidence,screener,decision_ts,notes,dedup_status,human_should_be,human_rationale,reviewer,review_date
S12145,arxiv,AX_q5,Weight-Adjusted Gradients Reveal Parameter Importance and Failure Modes in LLMs,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Weight-Adjusted Gradients (WAG), a simple yet effective approach for estimating parameter importance that explicitly captures the interaction between model weights and first-order gradient information and identifies parameters that disproportionately influence model behavior, such as those responsible for collapse phenomena in LLMs.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T19:51:08,,canonical,correct_OUT,"The paper focuses on a method for analyzing and understanding Large Language Models (LLMs) but does not discuss any Small, edge, quantized, distilled, or on-device LLMs. It also does not address any specific disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings. The abstract is purely about the technical aspects of model analysis and does not align with the defined axes of the systematic review.",,
S6254,arxiv,AX_q3,Multi-Agent Reinforcement Learning for Decentralized Reservoir Management via Murmuration Intelligence,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Notably, strategic diversity scales super-linearly with system size, exhibiting sophisticated coordination patterns and enhanced resilience during extreme events.'; q3: 'Conventional centralized water management systems face critical limitations from computational complexity and uncertainty propagation.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T05:33:10,,canonical,correct_OUT,The paper does not involve language models (LLM) and is purely about a decentralized framework for water management using multi-agent reinforcement learning. It lacks relevance to the disaster or conflict settings (Axis C) and does not fit the criteria for small or edge language models (Axis A).,,
S5212,arxiv,AX_q3,From Anatomy to Smells: An Empirical Study of SKILL.md in Agent Skills,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Despite the rapid adoption of Agent Skills, little is known about how these files are authored or whether existing authoring guidelines are followed in practice.'; q3: 'These findings reveal a substantial gap between recommended and actual authoring practices, motivating the development of automated techniques to remediate skill smells while increasing developer awareness of this emerging quality issue.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T04:05:29,,canonical,correct_OUT,"The paper does not discuss any language models, small models, or edge devices. It focuses on a software artifact (SKILL.md files) and best practices for their authoring, which is purely off-topic for the systematic review.",,
S2413,openalex,OA_q40|OA_q48,Using generative artificial intelligence in clinical practice: a narrative review and proposed agenda for implementation,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Compared with traditional AI models using single data modalities for specific classification or prediction tasks, GenAI comprises task-agnostic, increasingly multimodal models that learn shared representations of different data types and, using suitable prompts, may perform never-before-seen tasks.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T20:59:53,abstract truncated to 2500 chars,canonical,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain",,
S3324,arxiv,AX_q3,Political Events using RAG with LLMs,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-09T22:20:03,,canonical,correct_OUT,"The paper focuses on political events and information extraction from media content using NLP and LLMs, but it does not address the disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings (Axis C). It also does not discuss small, edge, quantized, distilled, on-device LLMs or head-to-head comparisons of large vs. small models (Axis A). The architecture (Axis B) is not specified and seems to be a general NLP approach rather than a specific model or framework like RAG that is relevant to the review's focus.",,
S3335,arxiv,AX_q3,A System for Comprehensive Assessment of RAG Frameworks,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q2: 'RAG has emerged as a standard paradigm for enhancing the factual accuracy and contextual relevance of Large Language Models (LLMs) by integrating retrieval mechanisms.',qwen2.5:7b_temp0_schema_v1,2026-09-09T22:21:09,,canonical,correct_OUT,"The paper focuses on evaluating RAG frameworks and does not discuss the use of small or edge language models in disaster or emergency settings, thus it does not meet the criteria for inclusion.",,
S10836,arxiv,AX_q5,Training on the Test Model: Contamination in Ranking Distillation,2024,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'However, the computational expense of these models can limit their application.'; q3: 'We, therefore, encourage caution when training using black-box teacher models where data provenance is ambiguous.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T15:57:58,,canonical,correct_OUT,"The paper does not discuss any models or architectures in the context of disaster, emergency response, or conflict settings (Axis C). It focuses on the technical aspects of knowledge distillation and data contamination in the training process of language models, which is purely off-topic (Axis A).",,
S9600,arxiv,AX_q3,GraphPilot: Grounded Scene Graph Conditioning for Language-Based Autonomous Driving,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Vision-language models have recently emerged as promising planners for autonomous driving'; q3: 'These results indicate that diverse architectures can effectively internalize and ground relational priors through scene graph-conditioned training, even without requiring scene graph input at test-time.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T14:06:02,,canonical,correct_OUT,"The paper focuses on autonomous driving, which does not fall under the disaster, emergency response, or conflict settings (Axis C). It also does not discuss language models (Axis A) or the specified architectures (Axis B).",,
S4878,arxiv,AX_q3,INDIBATOR: Diverse and Fact-Grounded Individuality for Multi-Agent Debate in Molecular Discovery,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q2: 'agents engage in multi-turn debate through proposal, critique, and voting phases.'; q3: 'Our evaluation demonstrates that these fine-grained individuality-grounded agents consistently outperform systems relying on coarse-grained personas, achieving competitive or state-of-the-art performance.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T03:37:30,,canonical,correct_OUT,"The paper does not align with any of the defined axes. It does not discuss small or edge language models (Axis A), does not focus on the architecture related to disaster or conflict settings (Axis B), and is not related to the domain of disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings (Axis C).",,
S0048,ieee,IEEE_core|IEEE_supp,LLM-Based Multi-Agent Collaboration for Constrained Multi-Objective Container Placement,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q2: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-09T17:27:56,,canonical,correct_OUT,"The paper focuses on container placement in data centers, which is not related to the disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings (Axis C). The model used is not an LLM (Axis A) and the architecture described is a multi-agent collaboration framework for resource allocation, which is not aligned with the context of the systematic review.",,
S3448,arxiv,AX_q3,Video-RAG: Visually-aligned Retrieval-Augmented Long Video Comprehension,2024,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'fine-tuning LVLMs would require extensive high-quality data and substantial GPU resources, while GPT-based agents would rely on proprietary models (e.g., GPT-4o).'; q3: 'Notably, our model demonstrates superior performance over proprietary models like Gemini-1.5-Pro and GPT-4o when utilized with a 72B model.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T22:31:48,,canonical,correct_OUT,The paper focuses on video-language models for long video comprehension and does not address the use of small or edge language models for emergency guidance in disaster or conflict settings. It also does not specify any model size or architecture related to the Axis A and C criteria.,,
S0386,scopus,SCOPUS_S2,From Text to Triples: A Neuro-Symbolic Pipeline for Structured Claim Extraction,2026,no,no,no,0.0,0.0,,1.0,0.0,0.0,1.0,OUT,E4 large-model-only (no smaller variant deployed/compared),"q4: 'lightweight architectures yield substantially lower performance, as they struggle to balance semantic reasoning with strict compliance to the target ontology schema.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T18:02:16,,canonical,correct_OUT,"The paper focuses on a neuro-symbolic pipeline for extracting claims from news articles, using large language models. It does not address small or edge language models, and the domain is not related to disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings. The work is purely off-topic for the given systematic review.",,
S8031,arxiv,AX_q3,Closed-Loop Evaluation of Bird's-Eye-View Maps from Cross-View Transformers as Inputs to Behavior-Cloning Policies,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-10T08:52:57,,canonical,correct_OUT,"The paper focuses on autonomous driving and does not address the disaster, emergency response, or conflict settings (Axis C). It also does not discuss small or edge language models (Axis A). The content is purely off-topic for the given systematic review.",,
S0222,ieee,IEEE_supp,Hierarchical Curriculum Learning for Multi-Document Reasoning in Large Language Models,2026,no,no,no,0.0,0.0,,1.0,0.0,0.0,1.0,OUT,E4 large-model-only (no smaller variant deployed/compared),"q4_largeonly: 'This paper addresses the challenges of evidence dispersion, attention shift, and inference inconsistency in long text and multi-document reasoning scenarios.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T17:46:42,,canonical,correct_OUT,"The paper focuses on improving large language models for multi-document reasoning, but it does not address the use of small or edge models, nor does it discuss applications in disaster or conflict settings. It is purely about model architecture and performance optimization, which does not align with the specified axes.",,
S6456,arxiv,AX_q3,Decentralized Multi-Agent Urban Traffic Management via Spatio-Temporal Mobility Profile Planning,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-10T05:49:58,,canonical,correct_OUT,"The paper focuses on urban traffic management and connected autonomous vehicles, which are not related to the disaster, emergency response, or conflict settings (Axis C). It does not discuss any language models (Axis A) or architectures (Axis B) relevant to the review's scope.",,
S4537,arxiv,AX_q3,Analytical Search,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'However, existing information retrieval paradigms, whether based on relevance-oriented document ranking or retrieval-augmented generation (RAG) with large language models (LLMs), often struggle to meet the end-to-end requirements of such tasks at the corpus scale.'; q3: 'In this paper, we propose analytical search as a distinct and emerging search paradigm designed to fulfill these analytical information needs.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T03:08:58,,canonical,correct_OUT,The paper focuses on analytical search paradigms and does not address small or edge language models for offline emergency guidance in disaster or conflict settings. It is purely off-topic.,,
S11221,arxiv,AX_q5,PUMA: Layer-Pruned Language Model for Efficient Unified Multimodal Retrieval with Modality-Adaptive Learning,2025,no,no,no,0.0,0.0,,1.0,0.0,0.0,1.0,OUT,E4 large-model-only (no smaller variant deployed/compared),"q1: 'However, their large parameter size results in high training costs and low inference efficiency.'; q3: 'Experiments show our method significantly reduces resource usage while maintaining strong performance.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T16:33:29,,canonical,correct_OUT,The paper focuses on a layer-pruned language model for multimodal retrieval and does not address the use of small or edge language models for emergency guidance in disaster or conflict settings. It is purely off-topic and does not meet any of the required axes.,,
S12191,arxiv,AX_q5,MELTing point: Mobile Evaluation of Language Transformers,2024,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'However, their runtime requirements have prevented them from being broadly deployed on mobile.'; q3: 'Last, our experience shows that the ecosystem is still in its infancy, and algorithmic as well as hardware breakthroughs can significantly shift the execution cost.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T19:55:41,,canonical,correct_OUT,"The paper focuses on the evaluation of Large Language Models (LLMs) on mobile devices, which does not align with the requirement of Axis A (Model) for small or edge language models. The paper is purely technical and does not discuss any application in disaster or emergency response settings, thus missing the domain specified in Axis C.",,
S11082,arxiv,AX_q5,HALO: Hardware-aware quantization with low critical-path-delay weights for LLM acceleration,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Yet conventional methods remain hardware-agnostic, limited to bit-width constraints, and do not account for intrinsic circuit characteristics such as the timing behaviors and energy profiles of Multiply-Accumulate (MAC) units.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T16:20:18,,canonical,correct_OUT,"The paper focuses on quantization techniques for large language models, but it does not discuss the use of small or edge models, nor does it address the specific domains of disaster, emergency response, or conflict settings. It is purely technical and off-topic for the systematic review.",,
S4354,arxiv,AX_q3,A Tutorial on Cognitive Biases in Agentic AI-Driven 6G Autonomous Networks,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'However, deploying such agents introduces cognitive biases inherited from human design, which can severely distort reasoning and actuation.'; q3: 'First, we tackle anchoring bias in inter-slice resource negotiation.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T02:53:35,,canonical,correct_OUT,"The paper focuses on cognitive biases in agentic AI-driven networks, specifically in the context of 6G technology. It does not address small or edge language models, nor does it discuss disaster or emergency response settings. Therefore, it is correctly excluded from the systematic review.",,
S5268,arxiv,AX_q3,Emergent Cooperation under Uncertain Incentive Alignment,2024,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-10T04:10:01,,canonical,correct_OUT,"The paper does not focus on any specific domain related to disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings (Axis C). It is also not centered around small or edge language models (Axis A) or their comparison with large models. The work is more theoretical and related to the development of cooperative AI among computational agents, which is not directly relevant to the systematic review's focus.",,
S5806,arxiv,AX_q3,Learning to Seek: Multi-Agent Online Source Seeking Against Non-Stochastic Disturbances,2023,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q2: 'a new technique of discounted Kalman filter is developed to tackle with the non-stochastic disturbances, and a notion of confidence bound in polytope nature is utilized~to aid the computation-efficient cooperation among~multiple agents.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T04:55:20,,canonical,correct_OUT,"The paper does not fit any of the defined axes. It focuses on multi-agent online source seeking in an unknown and changing environment, which does not align with the disaster, emergency response, or conflict settings (Axis C). Additionally, there is no mention of language models (Axis A) or specific architectures (Axis B).",,
S10144,arxiv,AX_q5,LLMC: Benchmarking Large Language Model Quantization with a Versatile Compression Toolkit,2024,no,no,no,0.0,0.0,,1.0,0.0,0.0,1.0,OUT,E4 large-model-only (no smaller variant deployed/compared),"q4: 'However, their quantization configurations vary from each other and cannot be fairly compared.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T14:54:48,,canonical,correct_OUT,"The paper focuses on quantization techniques for large language models and does not address small or edge models, nor does it pertain to the disaster or conflict settings mentioned in the systematic review. It is purely off-topic.",,
S7494,arxiv,AX_q3,FedStaleWeight: Buffered Asynchronous Federated Learning with Fair Aggregation via Staleness Reweighting,2024,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,"e5_no_lm: no language model is involved at all (pure FL, optimization).",qwen2.5:7b_temp0_schema_v1,2026-09-10T08:04:18,,canonical,correct_OUT,"The paper focuses on Federated Learning (FL) and asynchronous federated learning (AFL) techniques, which are not related to language models or the domain of disaster or emergency response. It does not meet any of the criteria specified in Axis A, B, or C.",,
S6028,arxiv,AX_q3,WISE: Weighted Iterative Society-of-Experts for Robust Multimodal Multi-Agent Debate,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q2: 'Our setup enables generalizing the debate protocol with heterogeneous experts that possess single- and multi-modal capabilities.',qwen2.5:7b_temp0_schema_v1,2026-09-10T05:14:02,,canonical,correct_OUT,"The paper focuses on multi-agent debate (MAD) for solving vision-and-language reasoning problems, which is not related to the disaster, emergency response, or conflict settings (Axis C). Additionally, while it mentions large language models, it does not specifically discuss small or edge models (Axis A). The paper is purely off-topic for the given systematic review.",,
S5986,arxiv,AX_q3,Glitter or Gold? Deriving Structured Insights from Sustainability Reports via Large Language Models,2023,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'We employ Large Language Models (LLMs), In-Context Learning, and the Retrieval-Augmented Generation (RAG) paradigm to extract structured insights related to ESG aspects from companies' sustainability reports.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T05:10:28,,canonical,correct_OUT,"The paper does not address any of the axes A, B, or C. It focuses on using LLMs for information extraction from sustainability reports, which is purely off-topic for the systematic review focusing on small and edge language models for emergency guidance in disaster and conflict settings.",,
S6006,arxiv,AX_q3,Augmentation with Dilution: A Large-Scale Empirical Study of Human Contributor Ecosystems After AI Coding Agent Adoption,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: 'AI coding agents are penetrating open-source software development at an unprecedented pace'; q3: 'open-source projects',qwen2.5:7b_temp0_schema_v1,2026-09-10T05:12:08,,canonical,correct_OUT,"The paper does not discuss any language models, edge devices, or models used in disaster or emergency response settings. It focuses on the impact of AI coding agents on human contributors in open-source software development.",,
S7822,arxiv,AX_q3,Toward human-centered shared autonomy AI paradigms for human-robot teaming in healthcare,2024,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'advanced AI robotic algorithms (e.g., reinforcement learning)'; q3: 'healthcare robots with new capabilities'",qwen2.5:7b_temp0_schema_v1,2026-09-10T08:33:56,,canonical,correct_OUT,"The paper does not address any of the specified axes (Axis A, B, or C). It focuses on human-robot interaction in healthcare, which is not related to small or edge language models, specific architectures, or disaster/conflict settings.",,
S7253,arxiv,AX_q3,Attention-based Open RAN Slice Management using Deep Reinforcement Learning,2023,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: 'Utilizing machine learning (ML) approaches for optimal control of dynamic networks'; q3: 'This is critical for dependable decision-making and satisfying the needs of emerging networks.',qwen2.5:7b_temp0_schema_v1,2026-09-10T07:26:24,,canonical,correct_OUT,"The paper focuses on network slicing management using deep reinforcement learning in Open RAN, which is not related to the disaster, emergency response, or conflict settings (Axis C). It also does not discuss the use of language models (Axis A) or the architecture related to agentic, RAG, multi-agent, tool-use, or state-machine pipeline (Axis B).",,
S3706,arxiv,AX_q3,A Heterogeneous Dual-Network Framework for Emergency Delivery UAVs: Communication Assurance and Path Planning Coordination,2026,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,"e5_no_lm: no language model is involved at all (pure RL, computer vision, sensors, routing, optimization).",qwen2.5:7b_temp0_schema_v1,2026-09-09T22:55:15,,canonical,correct_OUT,"The paper focuses on UAV communication and path planning for emergency delivery, which does not involve language models (Axis A) or the specified disaster or conflict settings (Axis C).",,
S12015,arxiv,AX_q5,OmniScience: A Domain-Specialized LLM for Scientific Reasoning and Discovery,2025,no,no,no,0.0,0.0,,1.0,0.0,0.0,1.0,OUT,E4 large-model-only (no smaller variant deployed/compared),q4: 'We demonstrate the versatility of OmniScience by developing a battery agent that efficiently ranks molecules as potential electrolyte solvents or additives.',qwen2.5:7b_temp0_schema_v1,2026-09-10T19:38:21,,canonical,correct_OUT,"The paper does not fit any of the specified axes. It does not discuss small or edge language models, nor does it focus on the disaster or conflict settings (Axis C). The work is about a large language model for scientific reasoning and discovery, which is not relevant to the systematic review's focus.",,
S2406,openalex,OA_q39,From Perception to Reasoning in Remote Sensing: A Survey and Outlook,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'foundation models for Earth observation and vision–language geospatial reasoning models have become key drivers of intelligent remote sensing analysis.'; q3: 'We further distinguish reasoning-specific methods from vision–language models that provide semantic alignment, generation, or grounding foundations but do not themselves demonstrate multi-step inference.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T20:59:11,,canonical,correct_OUT,"The paper focuses on remote sensing and reasoning models, which do not align with the disaster, emergency response, or conflict settings (Axis C). It also does not discuss small or edge language models (Axis A).",,
S8722,arxiv,AX_q3,PlatoLTL: Learning to Generalize Across Symbols in LTL Instructions for Multi-Task RL,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q2: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-10T12:48:58,,canonical,correct_OUT,"The paper does not fit any of the axes A, B, or C. It is focused on reinforcement learning and formal logic, specifically linear temporal logic (LTL) for multi-task reinforcement learning, which is not related to small or edge language models, nor does it discuss any specific domain related to disasters, emergencies, or conflicts.",,
S3129,arxiv,AX_q3,Q-RAG: Long Context Multi-step Retrieval via Value-based Embedder Training,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q2: 'However, most existing RAG methods focus on single-step retrieval, which is often insufficient for answering complex questions that require multi-step search.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T22:01:42,,canonical,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain",,
S8731,arxiv,AX_q3,A scalar per patch from pre-trained ViTs enables fast moving navigation in the real world,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Trained policies for real-world robotics rely on computer vision components, typically in the form of pre-trained visual encoders.'; q3: 'All in all, we paint a more complete picture of what aspects of computer vision are relevant for real-world navigation.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T12:49:44,,canonical,correct_OUT,"The paper focuses on computer vision encoders for robotics and does not address small or edge language models, nor does it pertain to disaster or emergency response settings. It is purely off-topic.",,
S4811,arxiv,AX_q3,Distributed Omniscient Observers for Multi-Agent Systems: Design and Applications,2026,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,"e5_no_lm: no language model is involved at all (pure RL, computer vision, sensors, routing, optimization).",qwen2.5:7b_temp0_schema_v1,2026-09-10T03:31:54,,canonical,correct_OUT,"The paper focuses on distributed omniscient observers for multi-agent systems and does not relate to language models, emergency guidance, or disaster/conflict settings. It is purely off-topic.",,
S9233,arxiv,AX_q3,Quantifying Urban Road Network Vulnerability and Resilience to Attacks,2020,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q3: 'Of particular concern is the potential for large-scale vehicular cyber-attacks to cascade to transportation networks, which are the lifeline of cities.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T13:33:52,,canonical,correct_OUT,"The paper does not discuss any language models, small models, or edge models. It focuses on the vulnerability and resilience of urban road networks to cyber-attacks, which is outside the scope of the review's Axis C (Disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings).",,
S5054,arxiv,AX_q3,A Laplacian Approach to Stubborn Agents and their Role in Opinion Formation on Influence Networks,2019,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q2: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-10T03:52:15,,canonical,correct_OUT,"The paper focuses on a mathematical model for social influence and opinion dynamics, which is not related to the domain of disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings (Axis C). It also does not discuss the use of language models (Axis A) or specific architectures (Axis B) relevant to the review's focus on small and edge language models for emergency guidance.",,
S2880,openalex,OA_q48,"Development, Feasibility, Acceptability, and Usability of an Artificial Intelligence–Powered Chatbot (Suzy) to Support Patients in Substance Use Disorder Recovery: Multiphase Study (Preprint)",2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'However, evidence on their development, feasibility, acceptability, and usability in addiction services remains limited.'; q3: 'SUD care teams, including addiction medicine physicians and peer recovery coaches (PRCs), support patients receiving SUD treatment but face heavy workloads and burnout.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T21:38:22,abstract truncated to 2500 chars,canonical,correct_OUT,"The paper focuses on a chatbot for substance use disorder recovery, which does not align with the disaster or conflict settings (Axis C) and does not involve small or edge language models (Axis A).",,
S8249,arxiv,AX_q3,From flocking to jamming in collective cell dynamics: a Vicsek-like model including contact forces,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'The goal of the present work is to propose an agent-based model that originally combines classical Vicsek-like polarity alignments and contact forces, as implemented in the framework developed by Maury and Venel in [Maury, Venel, 2011].'",qwen2.5:7b_temp0_schema_v1,2026-09-10T09:12:51,,canonical,correct_OUT,"The paper does not fall under any of the specified axes (Axis A, B, or C). It is focused on modeling collective cell dynamics and does not involve language models, emergency guidance, or disaster/conflict settings.",,
S11274,arxiv,AX_q5,"Prompt, Plan, Perform: LLM-based Humanoid Control via Quantized Imitation Learning",2023,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'This innovative method enables the agent to learn reusable skills with a single policy and solve zero-shot tasks under the guidance of LLMs.' q3: 'To the best of our knowledge, this is the first framework that controls humanoid robots using a single learning policy network and LLM as a planner.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T16:38:23,,canonical,correct_OUT,"The paper does not focus on the disaster, emergency response, or conflict settings (Axis C). It is also not about small or edge language models (Axis A) but rather uses large language models for imitation learning in robotics. The architecture (Axis B) is not specified in the context of the review's criteria.",,
S4771,arxiv,AX_q3,From Virtual Agents to Robot Teams: A Multi-Robot Framework Evaluation in High-Stakes Healthcare Context,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Advancements in generative models have enabled multi-agent systems (MAS) to perform complex virtual tasks such as writing and code generation, which do not generalize well to physical multi-agent robotic teams.'; q3: 'To probe this gap, we reconfigure and stress-test a hierarchical multi-agent robotic team built on the CrewAI framework in a simulated emergency department onboarding scenario.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T03:28:33,,canonical,correct_OUT,"The paper does not focus on small or edge language models (Axis A) and is purely off-topic, discussing multi-agent systems and robotic teams in healthcare, without any clear connection to emergency guidance in disaster or conflict settings (Axis C).",,
S8977,arxiv,AX_q3,The PIMMUR Principles: Ensuring Validity in Collective Behavior of LLM Societies,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Through a systematic audit of 39 recent studies, we identify six pervasive flaws-spanning agent profiles, interaction, memory, control, unawareness, and realism (PIMMUR).'; q3: 'Our findings suggest that current AI simulations may capture model-specific biases rather than universal human social behaviors, raising critical concerns about the use of LLMs as scientific proxies for human society.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T13:11:28,,canonical,correct_OUT,"The paper does not discuss any small, edge, quantized, distilled, or on-device LLMs, nor does it focus on disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings. It is purely about the methodological rigor of AI societies and does not meet any of the required criteria for inclusion.",,
S0020,ieee,IEEE_core|IEEE_supp,MARBLE: A Multi-Agent Rule-Based LLM Reasoning Engine for Accident Severity Prediction,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'recent large language model prompting strategies show promise but struggle with structured tabular data, reaching approximately 30% accuracy due to difficulties in reasoning over flat feature representations and long context.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T17:25:26,,canonical,correct_OUT,"auto_correction: hallucinated by auditor, missing true disaster domain",,
